seat_allotment,phase,ac_no,ac,district,candidate,party,votes
SP,4,231,Charkhari,Mahoba,None of the Above,None of the Above,2775
SP,4,231,Charkhari,Mahoba,HEMLATA KUSHWAHA,others,2178
SP,4,231,Charkhari,Mahoba,SUSHEEL KUMAR,others,2023
SP,4,231,Charkhari,Mahoba,DILIP SINGH,RLD,1627
SP,4,231,Charkhari,Mahoba,ARJUN SINGH,Independent,1269
SP,4,231,Charkhari,Mahoba,PREMCHANDRA,Independent,1261
SP,4,231,Charkhari,Mahoba,LAXMI PRASAD,Independent,1061
SP,4,231,Charkhari,Mahoba,RAMBHUVAN SINGH ALIAS PRABHAT,Independent,754
SP,4,231,Charkhari,Mahoba,KUNWAR LAL,Independent,643
INC,4,232,Tindwari,Banda,BRAJESH KUMAR PRAJAPATI,BJP+,82197
INC,4,232,Tindwari,Banda,JAGDISH PRASAD PRAJAPATI,BSP,44790
INC,4,232,Tindwari,Banda,DALJEET SINGH,INC,42089
INC,4,232,Tindwari,Banda,RAMKARAN SINGH BACHCHAN,others,4688
INC,4,232,Tindwari,Banda,SHYAM BABU,others,3304
INC,4,232,Tindwari,Banda,None of the Above,None of the Above,2875
INC,4,232,Tindwari,Banda,YOGENDRA SINGH,Independent,1035
INC,4,232,Tindwari,Banda,SURESH KUMAR NISHAD,others,1034
INC,4,232,Tindwari,Banda,SHIVVILAS SINGH,Independent,1000
INC,4,232,Tindwari,Banda,ACHCHHE LAL,others,823
INC,4,232,Tindwari,Banda,BABITA DEVI,others,537
INC,4,232,Tindwari,Banda,DILEEP KUMAR,others,451
SP,4,233,Baberu,Banda,CHANDRAPAL KUSHWAHA,BJP+,76187
SP,4,233,Baberu,Banda,KIRAN YADAV,BSP,53886
SP,4,233,Baberu,Banda,BISHAMBHAR SINGH,SP,51693
SP,4,233,Baberu,Banda,None of the Above,None of the Above,3559
SP,4,233,Baberu,Banda,RAJBAHADUR,Independent,2881
SP,4,233,Baberu,Banda,HASEEB ALI,others,2788
SP,4,233,Baberu,Banda,SHIV SHARAN,others,1941
SP,4,233,Baberu,Banda,JAGROOP BHASKAR,others,965
INC,4,234,Naraini (SC),Banda,RAJ KARAN KABIR,BJP+,92412
INC,4,234,Naraini (SC),Banda,BHARAT LAL DIWAKAR,INC,47405
INC,4,234,Naraini (SC),Banda,GAYACHARAN DINKAR,BSP,44610
INC,4,234,Naraini (SC),Banda,None of the Above,None of the Above,3655
INC,4,234,Naraini (SC),Banda,DAYA RAM,others,3344
INC,4,234,Naraini (SC),Banda,MATA PRASAD,Independent,2442
INC,4,234,Naraini (SC),Banda,RAMESHCHANDRA KURIL,RLD,2407
INC,4,234,Naraini (SC),Banda,RAMKRIPAL,Independent,1899
INC,4,234,Naraini (SC),Banda,BABOORAM VERMA,others,1503
INC,4,234,Naraini (SC),Banda,RAMCHARAN,Independent,1083
INC,4,234,Naraini (SC),Banda,RAJENDRA KUMAR,Independent,972
INC,4,234,Naraini (SC),Banda,RAM KHELAVAN,others,826
INC,4,234,Naraini (SC),Banda,RAMKISHOR,Independent,770
INC,4,234,Naraini (SC),Banda,ARUN KUMAR,Independent,673
INC,4,235,Banda,Banda,PRAKASH DWIVEDI,BJP+,83169
INC,4,235,Banda,Banda,MADHUSUDAN KUSHWAHA,BSP,50341
INC,4,235,Banda,Banda,VIVEK KUMAR SINGH,INC,32223
INC,4,235,Banda,Banda,MOHD. ASLAM,Independent,2736
INC,4,235,Banda,Banda,SHYAM SUNDER SINGH,others,1953
INC,4,235,Banda,Banda,VIMAL KRISHAN,others,1642
INC,4,235,Banda,Banda,MOHD. IRFAN,Independent,1399
INC,4,235,Banda,Banda,RAM PRAKASH,others,1099
INC,4,235,Banda,Banda,RAVINDRA NATH GUPTA,RLD,991
INC,4,235,Banda,Banda,None of the Above,None of the Above,979
INC,4,235,Banda,Banda,GULAB CHANDRA KUSHWAHA,others,861
INC,4,235,Banda,Banda,KAMTA PRASAD TRIVEDI,Independent,673
INC,4,235,Banda,Banda,RAM PRAVESH YADAV,others,576
INC,4,235,Banda,Banda,RAMAUTAR,others,530
INC,4,235,Banda,Banda,GYANENDRA SRIVASTAVA,Independent,515
INC,4,235,Banda,Banda,SANJEEV GUPTA,Independent,476
INC,4,235,Banda,Banda,RAMESH KUMAR,others,476
INC,4,235,Banda,Banda,AMIT,others,434
INC,4,235,Banda,Banda,RAMSHARAN,Independent,339
INC,4,235,Banda,Banda,RANJEET,others,324
INC,4,235,Banda,Banda,MOHD. TAUFIQUE,others,300
INC,4,235,Banda,Banda,RAVIKANT,others,298
SP,4,236,Chitrakoot,Chitrakoot,CHANDRIKA PRASAD UPADHYAY,BJP+,90366
SP,4,236,Chitrakoot,Chitrakoot,VEER SINGH,SP,63430
SP,4,236,Chitrakoot,Chitrakoot,JAGDISH PRASAD GAUTAM,BSP,47780
SP,4,236,Chitrakoot,Chitrakoot,None of the Above,None of the Above,3529
SP,4,236,Chitrakoot,Chitrakoot,AMIT YADAV,others,3378
SP,4,236,Chitrakoot,Chitrakoot,UGRASEN,others,2679
SP,4,236,Chitrakoot,Chitrakoot,CHHEDILAL,others,2543
SP,4,236,Chitrakoot,Chitrakoot,CHANDRA KISHOR DWIVEDI,others,1746
SP,4,236,Chitrakoot,Chitrakoot,ASHISH SINGH,RLD,1237
SP,4,236,Chitrakoot,Chitrakoot,SHIVA KANT SHASTRI,Independent,1186
SP,4,236,Chitrakoot,Chitrakoot,DURGESH,others,1147
SP,4,236,Chitrakoot,Chitrakoot,SATYNARAYAN,Independent,1136
SP,4,236,Chitrakoot,Chitrakoot,CHANDAN SINGH,others,1042
INC,4,237,Manikpur,Chitrakoot,R.K. SINGH PATEL,BJP+,84988
INC,4,237,Manikpur,Chitrakoot,SAMPAT PAL,INC,40524
INC,4,237,Manikpur,Chitrakoot,CHANDRABHAN SINGH PATEL,BSP,32498
INC,4,237,Manikpur,Chitrakoot,DADDU PRASAD,others,9697
INC,4,237,Manikpur,Chitrakoot,SUKHLAL NISHAD,others,5329
INC,4,237,Manikpur,Chitrakoot,DINESH PRASAD,RLD,4611
INC,4,237,Manikpur,Chitrakoot,None of the Above,None of the Above,3752
INC,4,237,Manikpur,Chitrakoot,AKHILESH KUMAR,others,2203
INC,4,237,Manikpur,Chitrakoot,RAMDAYAL,Independent,2102
INC,4,237,Manikpur,Chitrakoot,SHEKH KHUDABAKHS,Independent,1959
INC,4,237,Manikpur,Chitrakoot,SATYADEV,Independent,1848
INC,4,237,Manikpur,Chitrakoot,HAJARI LAL,others,1618
INC,4,237,Manikpur,Chitrakoot,ABHISHEK DWIVEDI,others,1249
INC,4,237,Manikpur,Chitrakoot,SARYU PRASAD KESHRVANI,others,1239
INC,4,237,Manikpur,Chitrakoot,INDRAPAL,Independent,940
SP,4,238,Jahanabad,Fatehpur,JAI KUMAR SINGH JAIKI,BJP+,81438
SP,4,238,Jahanabad,Fatehpur,MADANGOPAL VERMA,SP,33832
SP,4,238,Jahanabad,Fatehpur,RAM NARAYAN NISHAD,BSP,32010
SP,4,238,Jahanabad,Fatehpur,ADITYA PANDEY,RLD,21812
SP,4,238,Jahanabad,Fatehpur,VIVEK KUMAR,others,2117
SP,4,238,Jahanabad,Fatehpur,PREM NARAYAN,others,1519
SP,4,238,Jahanabad,Fatehpur,MANOJ KUMAR,others,1262
SP,4,238,Jahanabad,Fatehpur,None of the Above,None of the Above,1262
SP,4,238,Jahanabad,Fatehpur,GRISH CHANDRA,others,1230
SP,4,238,Jahanabad,Fatehpur,SHRIRAM,others,856
SP,4,238,Jahanabad,Fatehpur,ANOOP SACHAN,others,853
SP,4,238,Jahanabad,Fatehpur,SHRINARAYAN,others,783
SP,4,238,Jahanabad,Fatehpur,HARI PRASAD NISHAD,others,756
SP,4,238,Jahanabad,Fatehpur,JAGDISHWAR,Independent,726
SP,4,238,Jahanabad,Fatehpur,KRISHNA DUTT,others,579
SP,4,238,Jahanabad,Fatehpur,SHIVNARAYAN,others,465
FF,4,239,Binkdi,Fatehpur,KARAN SINGH PATEL,BJP+,97996
FF,4,239,Binkdi,Fatehpur,RAMESHWAR DAYAL,SP,41618
FF,4,239,Binkdi,Fatehpur,SUKHDEV PRASAD VERMA,BSP,32297
FF,4,239,Binkdi,Fatehpur,None of the Above,None of the Above,2142
FF,4,239,Binkdi,Fatehpur,ABHIMANYU SINGH,INC,2002
FF,4,239,Binkdi,Fatehpur,AMARJEET SINGH JANSEWAK,others,1745
FF,4,239,Binkdi,Fatehpur,SHAHEEN HASAN,RLD,1561
FF,4,239,Binkdi,Fatehpur,SEWALAL SONKAR,Independent,1540
FF,4,239,Binkdi,Fatehpur,ACHARYA SUBHASH CHANDRA TRIPATHI,others,1493
FF,4,239,Binkdi,Fatehpur,RAMBABU,others,608
FF,4,239,Binkdi,Fatehpur,RITA DEVI,others,542
FF,4,239,Binkdi,Fatehpur,MUBARAK ALI,others,427
SP,4,240,Fatehpur,Fatehpur,VIKRAM SINGH,BJP+,89481
SP,4,240,Fatehpur,Fatehpur,CHANDRA PRAKASH LODHI,SP,57983
SP,4,240,Fatehpur,Fatehpur,SAMEER TRIVEDI,BSP,35548
SP,4,240,Fatehpur,Fatehpur,GAYA PRASAD,others,2013
SP,4,240,Fatehpur,Fatehpur,None of the Above,None of the Above,1961
SP,4,240,Fatehpur,Fatehpur,SAURABH MISHRA,Independent,1744
SP,4,240,Fatehpur,Fatehpur,VIKRAM SINGH LODHI,RLD,1614
SP,4,240,Fatehpur,Fatehpur,RAJ KUMAR LODHI,Independent,909
SP,4,240,Fatehpur,Fatehpur,MO. ANWAR ALI,others,815
SP,4,240,Fatehpur,Fatehpur,RAMESH KUMAR GUPTA,others,677
SP,4,240,Fatehpur,Fatehpur,DURGA PRASAD GUPTA,Independent,548
SP,4,240,Fatehpur,Fatehpur,GANGA PRASAD SINGH LODHI,Independent,513
SP,4,240,Fatehpur,Fatehpur,BABU RAM,Independent,480
SP,4,240,Fatehpur,Fatehpur,KAMLESH KUMARI,others,456
SP,4,240,Fatehpur,Fatehpur,SURESH,others,426
SP,4,241,Ayah shah,Fatehpur,VIKAS GUPTA,BJP+,81203
SP,4,241,Ayah shah,Fatehpur,AYODHYA PRASAD,SP,29238
SP,4,241,Ayah shah,Fatehpur,RAMBAHADUR,BSP,27365
SP,4,241,Ayah shah,Fatehpur,ABBAS MEHNDI,others,2159
SP,4,241,Ayah shah,Fatehpur,DEV KUMAR,RLD,1708
SP,4,241,Ayah shah,Fatehpur,SUKHRAJ,Independent,1691
SP,4,241,Ayah shah,Fatehpur,None of the Above,None of the Above,1600
SP,4,241,Ayah shah,Fatehpur,HEMLATA,Independent,1526
SP,4,241,Ayah shah,Fatehpur,BHOLA NATH,Independent,953
SP,4,241,Ayah shah,Fatehpur,B.L.RAI,Independent,823
SP,4,241,Ayah shah,Fatehpur,RAMRAJ,Independent,788
SP,4,241,Ayah shah,Fatehpur,KRISHNA PAL AWASTHI,Independent,458
SP,4,241,Ayah shah,Fatehpur,RAJ KUMAR,Independent,448
SP,4,241,Ayah shah,Fatehpur,HORALAL,others,358
SP,4,241,Ayah shah,Fatehpur,CHHOTELAL,others,333
SP,4,241,Ayah shah,Fatehpur,KRISHNA PAL,Independent,283
INC,4,242,Husainganj,Fatehpur,RANVENDRA PRATAP SINGH URF DHUNNI BHAIYA,BJP+,73595
INC,4,242,Husainganj,Fatehpur,USHA MAURYA,INC,55002
INC,4,242,Husainganj,Fatehpur,MO. ASIF,BSP,34415
INC,4,242,Husainganj,Fatehpur,RAKESH PRAJAPATI,others,3416
INC,4,242,Husainganj,Fatehpur,None of the Above,None of the Above,2361
INC,4,242,Husainganj,Fatehpur,PAPPU SINGH,RLD,2291
INC,4,242,Husainganj,Fatehpur,RAJESH KUMAR SAHU (RAJU SAHU),Independent,1275
INC,4,242,Husainganj,Fatehpur,ISRAR,Independent,755
INC,4,242,Husainganj,Fatehpur,SHAMSHER SINGH,others,724
INC,4,242,Husainganj,Fatehpur,ASHIS,others,699
INC,4,242,Husainganj,Fatehpur,SHAMSHAD AHMAD,others,647
INC,4,242,Husainganj,Fatehpur,KULDEEP URF KULDEEPAK SINGH PAL,others,484
INC,4,243,Khaga (SC),Fatehpur,KRISHNA PASWAN,BJP+,94954
INC,4,243,Khaga (SC),Fatehpur,OM PRAKASH GIHAR,INC,38520
INC,4,243,Khaga (SC),Fatehpur,SUNIL KUMAR,BSP,38359
INC,4,243,Khaga (SC),Fatehpur,HEERA LAL,others,4293
INC,4,243,Khaga (SC),Fatehpur,None of the Above,None of the Above,3801
INC,4,243,Khaga (SC),Fatehpur,RAJESH RAO,RLD,2846
INC,4,243,Khaga (SC),Fatehpur,ANIL KUMAR,others,1798
INC,4,244,Rampur khas,Pratapgarh,ARADHANA MISHRA 'MONA',INC,81463
INC,4,244,Rampur khas,Pratapgarh,NAGESH PRATAP SINGH URF CHHOTE SARKAR,BJP+,64397
INC,4,244,Rampur khas,Pratapgarh,ASHOK SINGH,BSP,7933
INC,4,244,Rampur khas,Pratapgarh,KAMARUDDIN,others,3472
INC,4,244,Rampur khas,Pratapgarh,SURENDRA SINGH,others,3055
INC,4,244,Rampur khas,Pratapgarh,None of the Above,None of the Above,1595
INC,4,244,Rampur khas,Pratapgarh,GYANENDRA SINGH,others,1495
INC,4,244,Rampur khas,Pratapgarh,VANDNA GUPTA,others,1293
INC,4,244,Rampur khas,Pratapgarh,ARVIND KUMAR,RLD,1207
INC,4,244,Rampur khas,Pratapgarh,KAMTA PATEL,others,902
INC,4,244,Rampur khas,Pratapgarh,RAVINDRA KUMAR,others,870
INC,4,244,Rampur khas,Pratapgarh,SURENDRA BAHADUR,others,857
INC,4,244,Rampur khas,Pratapgarh,NAVEEN PRATAP SINGH,Independent,645
INC,4,244,Rampur khas,Pratapgarh,NAGESH SINGH,others,542
INC,4,244,Rampur khas,Pratapgarh,DURGESH KUMAR,others,496
INC,4,244,Rampur khas,Pratapgarh,JAGRAM YADAV,others,433
DNC,4,245,Babaganj (SC),Pratapgarh,VINOD KUMAR,Independent,87778
DNC,4,245,Babaganj (SC),Pratapgarh,PAWAN KUMAR,BJP+,50618
DNC,4,245,Babaganj (SC),Pratapgarh,DAYA RAM,BSP,17205
DNC,4,245,Babaganj (SC),Pratapgarh,None of the Above,None of the Above,3386
DNC,4,245,Babaganj (SC),Pratapgarh,RAM SARAN,Independent,3351
DNC,4,245,Babaganj (SC),Pratapgarh,SANJAY KUMAR,others,2298
DNC,4,245,Babaganj (SC),Pratapgarh,SITARAM,Independent,1936
DNC,4,245,Babaganj (SC),Pratapgarh,KUWAR BHARATI,Independent,1403
DNC,4,246,Kunda,Pratapgarh,RAGHURAJ PRATAP SINGH,Independent,136597
DNC,4,246,Kunda,Pratapgarh,JANKI SHARAN,BJP+,32950
DNC,4,246,Kunda,Pratapgarh,PARVEZ AKHTAR,BSP,17261
DNC,4,246,Kunda,Pratapgarh,BHAGWANDEEN,Independent,5514
DNC,4,246,Kunda,Pratapgarh,None of the Above,None of the Above,3992
DNC,4,246,Kunda,Pratapgarh,RAM KRIPAL,Independent,2615
DNC,4,246,Kunda,Pratapgarh,JIYALAL,others,2109
INC,4,247,Bishwavnathganj,Pratapgarh,RAKESH KUMAR VERMA ALIAS DR.R.K.VERMA,BJP+,81899
INC,4,247,Bishwavnathganj,Pratapgarh,SANJAY PANDEY,INC,58541
INC,4,247,Bishwavnathganj,Pratapgarh,PREMANAND TRIPATHI,BSP,33878
INC,4,247,Bishwavnathganj,Pratapgarh,RAKESH KUMAR,Independent,5830
INC,4,247,Bishwavnathganj,Pratapgarh,UPENDRA NARAYAN,others,2627
INC,4,247,Bishwavnathganj,Pratapgarh,SUSHIL KUMAR,others,2053
INC,4,247,Bishwavnathganj,Pratapgarh,None of the Above,None of the Above,1951
INC,4,247,Bishwavnathganj,Pratapgarh,RAJENDRA KUMAR DUBEY,others,1632
INC,4,247,Bishwavnathganj,Pratapgarh,RAM LAKHAN CHATURVEDI,Independent,1616
INC,4,247,Bishwavnathganj,Pratapgarh,ABDUL LATIF,others,1591
INC,4,247,Bishwavnathganj,Pratapgarh,NANDLAL YADAV,others,1238
INC,4,247,Bishwavnathganj,Pratapgarh,INDRAJEET,Independent,1156
INC,4,247,Bishwavnathganj,Pratapgarh,ANIL KUMAR,Independent,984
INC,4,247,Bishwavnathganj,Pratapgarh,RAKESH KUMAR,RLD,873
INC,4,247,Bishwavnathganj,Pratapgarh,RAJKUMAR,others,754
SP,4,248,Pratapgarh,Pratapgarh,SANGAM LAL GUPTA,BJP+,80828
SP,4,248,Pratapgarh,Pratapgarh,"NAGENDRA SINGH "" MUNNA YADAV""",SP,46274
SP,4,248,Pratapgarh,Pratapgarh,ASHOK TRIPATHI,BSP,41750
SP,4,248,Pratapgarh,Pratapgarh,SHIV RAM SHUKLA,Independent,3426
SP,4,248,Pratapgarh,Pratapgarh,PRAMOD KUMAR,Independent,3174
SP,4,248,Pratapgarh,Pratapgarh,None of the Above,None of the Above,2191
SP,4,248,Pratapgarh,Pratapgarh,VINOD KUMAR,others,1429
SP,4,248,Pratapgarh,Pratapgarh,SHRAWAN KUMAR,others,1233
SP,4,248,Pratapgarh,Pratapgarh,YOGENDRA KUMAR,Independent,1053
SP,4,248,Pratapgarh,Pratapgarh,DHARMENDRA,RLD,989
SP,4,248,Pratapgarh,Pratapgarh,ATMA PRAKASH,others,846
SP,4,248,Pratapgarh,Pratapgarh,RAM DAYAL,others,834
SP,4,248,Pratapgarh,Pratapgarh,PARITOSH KUMAR,Independent,415
SP,4,248,Pratapgarh,Pratapgarh,DEEPMALA SHRIVASTAV,others,411
SP,4,248,Pratapgarh,Pratapgarh,IDRAKAR MISHRA,Independent,326
SP,4,249,Patti,Pratapgarh,RAJENDRA PRATAP SINGH ALIAS MOTI,BJP+,75011
SP,4,249,Patti,Pratapgarh,RAM SINGH,SP,73538
SP,4,249,Patti,Pratapgarh,KUNWAR SHAKTI SINGH,BSP,46427
SP,4,249,Patti,Pratapgarh,VIJAY,others,3025
SP,4,249,Patti,Pratapgarh,None of the Above,None of the Above,2244
SP,4,249,Patti,Pratapgarh,LALIT NARAYAN MISHRA,others,1846
SP,4,249,Patti,Pratapgarh,CHANDRABALI YADAV,RLD,1088
SP,4,249,Patti,Pratapgarh,YOGINI NIRMALA DEVI,Independent,949
SP,4,249,Patti,Pratapgarh,RAM SAMUJH MAURYA,others,809
SP,4,249,Patti,Pratapgarh,SUBHASH CHANDRA,Independent,705
SP,4,249,Patti,Pratapgarh,GUNAKAR PANDEY,others,635
SP,4,249,Patti,Pratapgarh,KANT LAL,others,620
SP,4,249,Patti,Pratapgarh,RAM LALE,others,549
SP,4,249,Patti,Pratapgarh,RAMSHIROMANI,others,477
SP,4,250,Raniganj,Pratapgarh,ABHAY KUMAR ALIAS DHIRAJ OJHA,BJP+,67031
SP,4,250,Raniganj,Pratapgarh,SHAKEEL AHMAD KHAN,BSP,58022
SP,4,250,Raniganj,Pratapgarh,PROF.SHIVAKANT OJHA,SP,37816
SP,4,250,Raniganj,Pratapgarh,SHREENATH,others,2052
SP,4,250,Raniganj,Pratapgarh,PRANANJANY,Independent,1874
SP,4,250,Raniganj,Pratapgarh,ANIL YADAV,others,1379
SP,4,250,Raniganj,Pratapgarh,SHASHI BHUSAN,Independent,1340
SP,4,250,Raniganj,Pratapgarh,None of the Above,None of the Above,1259
SP,4,250,Raniganj,Pratapgarh,RAM SHIROMANI SHUKLA,RLD,1209
SP,4,250,Raniganj,Pratapgarh,TRIBHUWAN,others,1008
SP,4,250,Raniganj,Pratapgarh,DINESH PANDEY,Independent,818
SP,4,250,Raniganj,Pratapgarh,ASHOK KUMAR,Independent,657
SP,4,250,Raniganj,Pratapgarh,NARENDRA KUMAR,others,629
SP,4,250,Raniganj,Pratapgarh,ANURAG KUMAR,others,488
SP,4,250,Raniganj,Pratapgarh,DHEERAJ,Independent,418
SP,4,250,Raniganj,Pratapgarh,AWADHESH,others,411
SP,4,250,Raniganj,Pratapgarh,SUSHIL KUMAR,Independent,313
SP,4,250,Raniganj,Pratapgarh,PARASNATH,others,241
SP,4,250,Raniganj,Pratapgarh,RAM ASREY,others,225
SP,4,251,Sirathu,Kaushambi,SHEETLA PRASAD,BJP+,78621
SP,4,251,Sirathu,Kaushambi,VACHASPATI,SP,52418
SP,4,251,Sirathu,Kaushambi,SAEEDURRAB,BSP,43782
SP,4,251,Sirathu,Kaushambi,ASHISH KUMAR MAURYA,others,4453
SP,4,251,Sirathu,Kaushambi,VISHWAJEET SINGH,Independent,2396
SP,4,251,Sirathu,Kaushambi,SHIV SINGH YADAV,others,2179
SP,4,251,Sirathu,Kaushambi,None of the Above,None of the Above,1806
SP,4,251,Sirathu,Kaushambi,MITHLESH KUMAR,Independent,1641
SP,4,251,Sirathu,Kaushambi,GOPAL SINGH,RLD,1580
SP,4,251,Sirathu,Kaushambi,SANGITA DEVI,others,1181
SP,4,251,Sirathu,Kaushambi,CHHEDDOO,Independent,1147
SP,4,251,Sirathu,Kaushambi,HARI LAL,others,1118
SP,4,251,Sirathu,Kaushambi,NAFEES AHMAD,Independent,887
SP,4,251,Sirathu,Kaushambi,SUSHIL KUMAR,others,788
SP,4,251,Sirathu,Kaushambi,LAAKHAN SINGH RAJPASI,others,787
SP,4,251,Sirathu,Kaushambi,SHASHI BHUSHAN,others,702
SP,4,251,Sirathu,Kaushambi,JETVAN PRATAP,others,700
SP,4,252,Manjhanpur (SC),Kaushambi,LAL BAHADUR,BJP+,92818
SP,4,252,Manjhanpur (SC),Kaushambi,INDRAJEET SAROJ,BSP,88658
SP,4,252,Manjhanpur (SC),Kaushambi,HEMANT KUMAR TUNNU,SP,33717
SP,4,252,Manjhanpur (SC),Kaushambi,None of the Above,None of the Above,3949
SP,4,252,Manjhanpur (SC),Kaushambi,JAYKARAN,others,1604
SP,4,252,Manjhanpur (SC),Kaushambi,BAL CHANDRA GAUTAM,Independent,1473
SP,4,252,Manjhanpur (SC),Kaushambi,VIKRAM SINGH RAJPASI,others,1414
INC,4,253,Chail,Kaushambi,SANJAY KUMAR,BJP+,85713
INC,4,253,Chail,Kaushambi,TALAT AZIM,INC,45597
INC,4,253,Chail,Kaushambi,MOHD ASIF JAFRI,BSP,43776
INC,4,253,Chail,Kaushambi,SHIKHA SAROJ,Independent,6260
INC,4,253,Chail,Kaushambi,SUBHASH CHANDRA,Independent,4557
INC,4,253,Chail,Kaushambi,ROOPCHAND,Independent,2625
INC,4,253,Chail,Kaushambi,NARENDRA KUMAR MAURYA,others,2432
INC,4,253,Chail,Kaushambi,ARUN KUMAR,others,1799
INC,4,253,Chail,Kaushambi,HARIHAR SINGH,others,1635
INC,4,253,Chail,Kaushambi,VIJAY KUMAR RAMDAS RAVIDAS,Independent,1632
INC,4,253,Chail,Kaushambi,None of the Above,None of the Above,1352
INC,4,253,Chail,Kaushambi,MOHD. FAROOQUE,Independent,923
INC,4,253,Chail,Kaushambi,LALBAHADUR,others,854
INC,4,253,Chail,Kaushambi,CHANDRIKA PRASAD RAJPASI,others,699
INC,4,253,Chail,Kaushambi,ASHARFI,others,648
INC,4,253,Chail,Kaushambi,TEJSINGH VARMA,others,621
INC,4,253,Chail,Kaushambi,RAM BISHAL PASWAN,others,611
INC,4,253,Chail,Kaushambi,QAMAR SAEED,others,581
INC,4,253,Chail,Kaushambi,DHARMENDRA DUTT PANDEY,others,550
INC,4,253,Chail,Kaushambi,MANOJ KUMAR TRIPATHI,others,490
SP,4,254,Phaphamau,Allahabad,VIKRAMAJEET,BJP+,83239
SP,4,254,Phaphamau,Allahabad,ANSAR AHAMAD,SP,57254
SP,4,254,Phaphamau,Allahabad,MANOJ,BSP,51983
SP,4,254,Phaphamau,Allahabad,RAJ KUMAR,Independent,3171
SP,4,254,Phaphamau,Allahabad,None of the Above,None of the Above,2571
SP,4,254,Phaphamau,Allahabad,CHANDRIKA PRASAD SAHU,others,1503
SP,4,254,Phaphamau,Allahabad,RAMSAJIWAN,RLD,1417
SP,4,254,Phaphamau,Allahabad,SUDHA PATEL,others,857
SP,4,254,Phaphamau,Allahabad,AWANISH PANDEY,Independent,833
SP,4,254,Phaphamau,Allahabad,KAMLESH KUMAR,Independent,621
SP,4,254,Phaphamau,Allahabad,PAWAN TRIPATHI,others,617
SP,4,254,Phaphamau,Allahabad,SATENDRA PRASAD,others,612
SP,4,254,Phaphamau,Allahabad,RAGHUNATH,others,588
FF,4,255,Soraon (SC),Allahabad,JAMUNA PRASAD,BJP+,77814
FF,4,255,Soraon (SC),Allahabad,GEETA DEVI,BSP,60079
FF,4,255,Soraon (SC),Allahabad,SATYAVEER,SP,54345
FF,4,255,Soraon (SC),Allahabad,SURENDRA KUMAR,BJP+,6522
FF,4,255,Soraon (SC),Allahabad,AJAY KUMAR,Independent,2907
FF,4,255,Soraon (SC),Allahabad,None of the Above,None of the Above,2460
FF,4,255,Soraon (SC),Allahabad,KRISHAN KUMAR,others,1285
FF,4,255,Soraon (SC),Allahabad,MANOJ,others,1208
FF,4,255,Soraon (SC),Allahabad,SUNIL KUMAR RAJPASI,others,1095
FF,4,255,Soraon (SC),Allahabad,ASHOK KUMAR,Independent,976
FF,4,255,Soraon (SC),Allahabad,PHOOL CHANDRA,others,932
FF,4,255,Soraon (SC),Allahabad,JAVAHAR LAL DIVAKAR,INC,847
FF,4,255,Soraon (SC),Allahabad,SHYAM LAL,others,771
FF,4,255,Soraon (SC),Allahabad,MUNNA,others,738
FF,4,255,Soraon (SC),Allahabad,LILAWATI,others,700
SP,4,256,Phulpur,Allahabad,PRAVEEN KUMAR SINGH,BJP+,93912
SP,4,256,Phulpur,Allahabad,MANSOOR ALAM,SP,67299
SP,4,256,Phulpur,Allahabad,MOHAMMED MASROOR SHAIKH,BSP,50421
SP,4,256,Phulpur,Allahabad,RAM KISHUN SINGH,Independent,2048
SP,4,256,Phulpur,Allahabad,None of the Above,None of the Above,1614
SP,4,256,Phulpur,Allahabad,ASHOK KUMAR DUBEY,others,1596
SP,4,256,Phulpur,Allahabad,VINOD KUMAR PANDEY,others,1147
SP,4,256,Phulpur,Allahabad,VINAY KUMAR BHASKAR,Independent,922
SP,4,256,Phulpur,Allahabad,JAWAHAR LAL,others,911
SP,4,256,Phulpur,Allahabad,MANJU MAURYA,others,879
SP,4,256,Phulpur,Allahabad,ANIL KUMAR SHUKLA,others,782
SP,4,256,Phulpur,Allahabad,PRAMOD CHANDRA,RLD,747
SP,4,256,Phulpur,Allahabad,TAHSEEN AHAMAD,others,628
SP,4,256,Phulpur,Allahabad,SHIV CHANDRA,Independent,566
SP,4,256,Phulpur,Allahabad,VINOD KUMAR,others,461
SP,4,257,Pratappur,Allahabad,MOHD MUJTABA SIDDQUI,BSP,66805
SP,4,257,Pratappur,Allahabad,KARAN SINGH,BJP+,64151
SP,4,257,Pratappur,Allahabad,VIJAMA YADAV,SP,51645
SP,4,257,Pratappur,Allahabad,SANTOSH KUMAR,Independent,7264
SP,4,257,Pratappur,Allahabad,KRISHNA LAL,Independent,4658
SP,4,257,Pratappur,Allahabad,None of the Above,None of the Above,2916
SP,4,257,Pratappur,Allahabad,PUSHPRAJ,others,2020
SP,4,257,Pratappur,Allahabad,BRIJESH KUMAR,Independent,1640
SP,4,257,Pratappur,Allahabad,RATNA DEVI,Independent,1393
SP,4,257,Pratappur,Allahabad,SURESH KUMAR,RLD,1217
SP,4,257,Pratappur,Allahabad,RAM KAILASH,Independent,1156
SP,4,257,Pratappur,Allahabad,PANKAJ KUMAR SINGH,Independent,1100
SP,4,257,Pratappur,Allahabad,HUSAIN MOHAMMAD HADEES,others,686
SP,4,257,Pratappur,Allahabad,MANOJ KUMAR,Independent,630
