seat_allotment,phase,ac_no,ac,district,candidate,party,votes
INC,2,1,Behat,Saharanpur,NARESH SAINI,INC,97035
INC,2,1,Behat,Saharanpur,MAHAVEER SINGH RANA,BJP+,71449
INC,2,1,Behat,Saharanpur,MOHD. IQBAL,BSP,71019
INC,2,1,Behat,Saharanpur,RANA ADITYA PRATAP SINGH,Independent,4187
INC,2,1,Behat,Saharanpur,None of the Above,None of the Above,1576
INC,2,1,Behat,Saharanpur,KAMRAN ALI,others,1255
INC,2,1,Behat,Saharanpur,ARUN,RLD,1150
INC,2,1,Behat,Saharanpur,HARDHYAN,Independent,1113
INC,2,1,Behat,Saharanpur,GOPAL SINGH,Independent,945
INC,2,1,Behat,Saharanpur,KRISHNA KUMAR,Independent,810
INC,2,1,Behat,Saharanpur,KALYAN SINGH,Independent,659
INC,2,1,Behat,Saharanpur,LOKESH VERMA,others,617
INC,2,1,Behat,Saharanpur,SAKEEM KHAN,others,425
INC,2,1,Behat,Saharanpur,KARM SINGH,Independent,319
INC,2,2,Nakur,Saharanpur,DR.DHARAM SINGH SAINI,BJP+,94375
INC,2,2,Nakur,Saharanpur,IMRAN MASOOD,INC,90318
INC,2,2,Nakur,Saharanpur,NAVEEN CHOUDHARY,BSP,65328
INC,2,2,Nakur,Saharanpur,None of the Above,None of the Above,1232
INC,2,2,Nakur,Saharanpur,KAMAL GARG,Independent,944
INC,2,2,Nakur,Saharanpur,VIJAYPAL SINGH,Independent,814
INC,2,2,Nakur,Saharanpur,RAJPAL SINGH,Independent,813
INC,2,2,Nakur,Saharanpur,RAMKUMAR,RLD,783
INC,2,2,Nakur,Saharanpur,PARVESH KUMAR,others,295
INC,2,2,Nakur,Saharanpur,RAJIV SAINI,others,245
INC,2,2,Nakur,Saharanpur,INDU,Independent,245
INC,2,2,Nakur,Saharanpur,ARVIND,Independent,140
SP,2,3,Saharanpur Nagar,Saharanpur,SANJAY GARG,SP,127210
SP,2,3,Saharanpur Nagar,Saharanpur,RAJIV GUMBER,BJP+,122574
SP,2,3,Saharanpur Nagar,Saharanpur,MUKESH DIXIT,BSP,17350
SP,2,3,Saharanpur Nagar,Saharanpur,BHOORA MALIK,RLD,934
SP,2,3,Saharanpur Nagar,Saharanpur,TALAT KHAN,others,693
SP,2,3,Saharanpur Nagar,Saharanpur,None of the Above,None of the Above,675
SP,2,3,Saharanpur Nagar,Saharanpur,SHABNAM,Independent,594
SP,2,3,Saharanpur Nagar,Saharanpur,ZAINUL AABIDEEN SIDDIQUI,others,494
SP,2,3,Saharanpur Nagar,Saharanpur,ROSHAN SINGH,Independent,409
SP,2,3,Saharanpur Nagar,Saharanpur,BHARAT RAJ,others,386
SP,2,3,Saharanpur Nagar,Saharanpur,SHIV KUMAR GUPTA,Independent,286
SP,2,3,Saharanpur Nagar,Saharanpur,SHIV KUMAR,others,265
SP,2,3,Saharanpur Nagar,Saharanpur,VINAY DHIMAN,others,255
SP,2,3,Saharanpur Nagar,Saharanpur,RAVINDER ARORA,others,223
SP,2,3,Saharanpur Nagar,Saharanpur,MOHD.MURSLEEN,Independent,161
INC,2,4,Saharanpur,Saharanpur,MASOOD AKHTAR,INC,87689
INC,2,4,Saharanpur,Saharanpur,JAGPAL SINGH,BSP,75365
INC,2,4,Saharanpur,Saharanpur,MANOJ CHAUDHARY,BJP+,58752
INC,2,4,Saharanpur,Saharanpur,SAAD ALI KHAN,Independent,10950
INC,2,4,Saharanpur,Saharanpur,None of the Above,None of the Above,968
INC,2,4,Saharanpur,Saharanpur,AYYUB HASAN,RLD,822
INC,2,4,Saharanpur,Saharanpur,AMJAD ALI,others,774
INC,2,4,Saharanpur,Saharanpur,SHABNOOR BEGUM,Independent,596
INC,2,4,Saharanpur,Saharanpur,VIKRAM SAINI,Independent,399
INC,2,4,Saharanpur,Saharanpur,PARVESH KUMAR,Independent,376
INC,2,4,Saharanpur,Saharanpur,SULEMAN,others,256
INC,2,4,Saharanpur,Saharanpur,SACHIN KUMAR,others,220
INC,2,4,Saharanpur,Saharanpur,BABLU,others,155
INC,2,4,Saharanpur,Saharanpur,NAUSHAD,others,146
SP,2,5,Deoband,Saharanpur,BRIJESH,BJP+,102244
SP,2,5,Deoband,Saharanpur,MAJID ALI,BSP,72844
SP,2,5,Deoband,Saharanpur,MAVIA ALI,SP,55385
SP,2,5,Deoband,Saharanpur,BHUPESHWAR TYAGI,RLD,1132
SP,2,5,Deoband,Saharanpur,None of the Above,None of the Above,798
SP,2,5,Deoband,Saharanpur,DHARMAVIR,others,651
SP,2,5,Deoband,Saharanpur,RAKESH VERMA,others,598
SP,2,5,Deoband,Saharanpur,UMAR NAWAZ,Independent,415
SP,2,5,Deoband,Saharanpur,ZAHIR FATMA,Independent,239
INC,2,6,Rampur maniharan (SC),Saharanpur,DEVENDER KUMAR NIM,BJP+,76465
INC,2,6,Rampur maniharan (SC),Saharanpur,RAVINDRA KUMAR MOLHU,BSP,75870
INC,2,6,Rampur maniharan (SC),Saharanpur,VISHVA DAYAL CHHOTAN,INC,61787
INC,2,6,Rampur maniharan (SC),Saharanpur,None of the Above,None of the Above,856
INC,2,6,Rampur maniharan (SC),Saharanpur,DAYAWATI CHAUDHRY,RLD,696
INC,2,6,Rampur maniharan (SC),Saharanpur,BIJENDRA,Independent,689
INC,2,6,Rampur maniharan (SC),Saharanpur,REKHA,Independent,579
INC,2,6,Rampur maniharan (SC),Saharanpur,ARVIND JHANJHOT,others,523
INC,2,6,Rampur maniharan (SC),Saharanpur,SURESH KUMAR,others,475
INC,2,6,Rampur maniharan (SC),Saharanpur,ANJU BALA,others,391
INC,2,6,Rampur maniharan (SC),Saharanpur,BABY,others,256
INC,2,6,Rampur maniharan (SC),Saharanpur,KM.LATA,others,244
FF,2,7,Gangoh,Saharanpur,PRADEEP KUMAR,BJP+,99446
FF,2,7,Gangoh,Saharanpur,NAUMAN MASOOD,INC,61418
FF,2,7,Gangoh,Saharanpur,INDER SAIN,SP,47219
FF,2,7,Gangoh,Saharanpur,MAHIPAL SINGH MAJRA,BSP,44717
FF,2,7,Gangoh,Saharanpur,RAJNESH CHAUHAN,RLD,1054
FF,2,7,Gangoh,Saharanpur,None of the Above,None of the Above,971
FF,2,7,Gangoh,Saharanpur,YATENDERA,Independent,609
FF,2,7,Gangoh,Saharanpur,SATNAM SINGH,others,579
FF,2,7,Gangoh,Saharanpur,KAWAR PAL,Independent,526
FF,2,7,Gangoh,Saharanpur,VIKAS KUMAR,Independent,475
FF,2,7,Gangoh,Saharanpur,SONU VERMA,others,364
SP,1,8,Kairana,Shamli,NAHID HASAN,SP,98830
SP,1,8,Kairana,Shamli,MRIGANKA SINGH,BJP+,77668
SP,1,8,Kairana,Shamli,ANIL KUMAR,RLD,19992
SP,1,8,Kairana,Shamli,DIWAKAR DESHWAL,BSP,6888
SP,1,8,Kairana,Shamli,MASEEHULLA,others,1365
SP,1,8,Kairana,Shamli,SARFARAJ KHAN,others,1127
SP,1,8,Kairana,Shamli,None of the Above,None of the Above,1060
SP,1,8,Kairana,Shamli,SETHPAL,Independent,623
SP,1,8,Kairana,Shamli,DHARMVEER,Independent,545
SP,1,8,Kairana,Shamli,VINOD KUMAR,Independent,496
SP,1,8,Kairana,Shamli,SAHENDRA PAL,others,290
SP,1,8,Kairana,Shamli,SANDEEP,others,250
SP,1,9,Thana bhawan,Shamli,SURESH KUMAR,BJP+,90995
SP,1,9,Thana bhawan,Shamli,ABDUL WARIS KHAN,BSP,74178
SP,1,9,Thana bhawan,Shamli,JAVED RAO,RLD,31275
SP,1,9,Thana bhawan,Shamli,SUDHIR KUMAR,SP,13480
SP,1,9,Thana bhawan,Shamli,None of the Above,None of the Above,883
SP,1,9,Thana bhawan,Shamli,MOHD NASIR,others,561
SP,1,9,Thana bhawan,Shamli,RAHAT ALI,Independent,378
SP,1,9,Thana bhawan,Shamli,SUNIL,Independent,318
SP,1,9,Thana bhawan,Shamli,SAHDEV,Independent,225
SP,1,9,Thana bhawan,Shamli,MANJU,Independent,210
SP,1,9,Thana bhawan,Shamli,PARVEZ ALI,Independent,188
INC,1,10,Shamli,Shamli,TEJENDRA NIRWAL,BJP+,70085
INC,1,10,Shamli,Shamli,PANKAJ KUMAR MALIK,INC,40365
INC,1,10,Shamli,Shamli,BIJENDRA SINGH,RLD,33551
INC,1,10,Shamli,Shamli,MANISH KUMAR,Independent,31824
INC,1,10,Shamli,Shamli,MOHAMMAD ISLAM,BSP,17114
INC,1,10,Shamli,Shamli,None of the Above,None of the Above,901
INC,1,10,Shamli,Shamli,BILAL A,others,820
INC,1,10,Shamli,Shamli,SANJEEV KUMAR,Independent,379
INC,1,10,Shamli,Shamli,SANJEEV,Independent,294
INC,1,10,Shamli,Shamli,MOHD. GUFRAN KAZMI,Independent,294
INC,1,10,Shamli,Shamli,ARVIND KUMAR,others,278
INC,1,10,Shamli,Shamli,OMPAL,others,233
INC,1,10,Shamli,Shamli,LOKENDRA KUMAR,Independent,209
SP,1,11,Budhana,Muzaffarnagar,UMESH MALIK,BJP+,97781
SP,1,11,Budhana,Muzaffarnagar,PRAMOD TYAGI,SP,84580
SP,1,11,Budhana,Muzaffarnagar,SAEEDA BEGAM,BSP,30034
SP,1,11,Budhana,Muzaffarnagar,YOGRAJ SINGH,RLD,23732
SP,1,11,Budhana,Muzaffarnagar,None of the Above,None of the Above,1286
SP,1,11,Budhana,Muzaffarnagar,SHOBHA RAM,Independent,699
SP,1,11,Budhana,Muzaffarnagar,MOHD. RASHEED KASSAR,Independent,666
SP,1,11,Budhana,Muzaffarnagar,DINESH KUMAR,others,611
SP,1,11,Budhana,Muzaffarnagar,JAMEEL,others,400
SP,1,11,Budhana,Muzaffarnagar,MANOJ,others,361
SP,1,11,Budhana,Muzaffarnagar,RIZWAN,Independent,276
SP,1,11,Budhana,Muzaffarnagar,CH. RAJKUMAR BALIYAN,Independent,222
SP,1,11,Budhana,Muzaffarnagar,SUMAT PAL KASHYAP,others,145
SP,1,11,Budhana,Muzaffarnagar,JAGAPAL,Independent,136
SP,1,11,Budhana,Muzaffarnagar,ANIL,Independent,106
SP,1,11,Budhana,Muzaffarnagar,MOHD. GULAFAM,Independent,81
SP,1,12,Charthawal,Muzaffarnagar,VIJAY KUMAR KASHYAP,BJP+,82046
SP,1,12,Charthawal,Muzaffarnagar,MUKESH KUMAR CHAUDHARY,SP,58815
SP,1,12,Charthawal,Muzaffarnagar,NOOR SALEEM RANA,BSP,47704
SP,1,12,Charthawal,Muzaffarnagar,SALMAN ZAIDI,RLD,14442
SP,1,12,Charthawal,Muzaffarnagar,None of the Above,None of the Above,1018
SP,1,12,Charthawal,Muzaffarnagar,VISHAL KUMAR,others,975
SP,1,12,Charthawal,Muzaffarnagar,AMITA SINGH,others,549
SP,1,12,Charthawal,Muzaffarnagar,ADESH KUMAR,Independent,444
SP,1,12,Charthawal,Muzaffarnagar,FURAKAN,Independent,385
SP,1,12,Charthawal,Muzaffarnagar,JAIPAL SINGH SAINI,others,305
SP,1,12,Charthawal,Muzaffarnagar,ARSAD MANSURI,others,281
FF,1,13,Purqazi (SC),Muzaffarnagar,PRAMOD UTWAL,BJP+,77491
FF,1,13,Purqazi (SC),Muzaffarnagar,DEEPAK KUMAR,INC,66238
FF,1,13,Purqazi (SC),Muzaffarnagar,ANIL KUMAR,BSP,46401
FF,1,13,Purqazi (SC),Muzaffarnagar,CHOTI,RLD,8227
FF,1,13,Purqazi (SC),Muzaffarnagar,UMA KIRAN,SP,2570
FF,1,13,Purqazi (SC),Muzaffarnagar,None of the Above,None of the Above,1139
FF,1,13,Purqazi (SC),Muzaffarnagar,KAVITA,others,871
FF,1,13,Purqazi (SC),Muzaffarnagar,ANIL KUMAR,others,579
FF,1,13,Purqazi (SC),Muzaffarnagar,MANOJ KUMAR,Independent,298
FF,1,13,Purqazi (SC),Muzaffarnagar,MITVA BHANVAR,others,260
FF,1,13,Purqazi (SC),Muzaffarnagar,AATMARAM,Independent,245
SP,1,14,Muzaffar Nagar,Muzaffarnagar,KAPIL DEV AGARWAL,BJP+,97838
SP,1,14,Muzaffar Nagar,Muzaffarnagar,GAURAV SWARUP BANSAL,SP,87134
SP,1,14,Muzaffar Nagar,Muzaffarnagar,RAKESH KUMAR SHARMA,BSP,21038
SP,1,14,Muzaffar Nagar,Muzaffarnagar,PAYAL MAHESHWARI,RLD,5640
SP,1,14,Muzaffar Nagar,Muzaffarnagar,None of the Above,None of the Above,1133
SP,1,14,Muzaffar Nagar,Muzaffarnagar,SANGITA,Independent,1008
SP,1,14,Muzaffar Nagar,Muzaffarnagar,MURTAZA SALMANI,others,491
SP,1,14,Muzaffar Nagar,Muzaffarnagar,SHAHZAMA KHAN,Independent,249
SP,1,14,Muzaffar Nagar,Muzaffarnagar,ZAKIR ALI RANA,Independent,240
SP,1,14,Muzaffar Nagar,Muzaffarnagar,RAJ KISHOR,Independent,199
SP,1,14,Muzaffar Nagar,Muzaffarnagar,KRISHAN PAL SINGH,others,177
SP,1,14,Muzaffar Nagar,Muzaffarnagar,JAMSHED,Independent,131
SP,1,14,Muzaffar Nagar,Muzaffarnagar,KARAN SINGH SAINI,others,92
SP,1,14,Muzaffar Nagar,Muzaffarnagar,REENU ALIAS SAKSHI,others,81
SP,1,14,Muzaffar Nagar,Muzaffarnagar,BABITA,others,55
SP,1,14,Muzaffar Nagar,Muzaffarnagar,SANJAY KUMAR,others,52
SP,1,14,Muzaffar Nagar,Muzaffarnagar,RISHI RAM,Independent,44
SP,1,15,Khatauli,Muzaffarnagar,VIKRAM SINGH,BJP+,94771
SP,1,15,Khatauli,Muzaffarnagar,CHANDAN SINGH CHAUHAN,SP,63397
SP,1,15,Khatauli,Muzaffarnagar,SHIVAN SINGH SAINI,BSP,37380
SP,1,15,Khatauli,Muzaffarnagar,SHAHNAWAZ RANA,RLD,12846
SP,1,15,Khatauli,Muzaffarnagar,BRAHM SINGH,others,823
SP,1,15,Khatauli,Muzaffarnagar,None of the Above,None of the Above,694
SP,1,15,Khatauli,Muzaffarnagar,JANARDAN SHARMA,others,626
SP,1,15,Khatauli,Muzaffarnagar,YAJPAL,Independent,598
SP,1,15,Khatauli,Muzaffarnagar,SURENDRA KUMAR,others,332
SP,1,15,Khatauli,Muzaffarnagar,ADESH,others,315
SP,1,15,Khatauli,Muzaffarnagar,DEEPAK KUMAR,Independent,315
SP,1,15,Khatauli,Muzaffarnagar,BHARATVIR,Independent,312
SP,1,15,Khatauli,Muzaffarnagar,AASHI GAUR,others,207
SP,1,15,Khatauli,Muzaffarnagar,SATAYVEER SINGH,Independent,201
SP,1,15,Khatauli,Muzaffarnagar,BRAJ BHUSHAN,others,148
SP,1,15,Khatauli,Muzaffarnagar,MAYA,others,131
SP,1,16,Meerapur,Muzaffarnagar,AVTAR SINGH BHADANA,BJP+,69035
SP,1,16,Meerapur,Muzaffarnagar,LIYAKAT ALI,SP,68842
SP,1,16,Meerapur,Muzaffarnagar,NAWAZISH ALAM KHAN,BSP,39689
SP,1,16,Meerapur,Muzaffarnagar,MITHLESHPAL,RLD,22751
SP,1,16,Meerapur,Muzaffarnagar,None of the Above,None of the Above,1090
SP,1,16,Meerapur,Muzaffarnagar,SANDEEP KUMAR,others,474
SP,1,16,Meerapur,Muzaffarnagar,IMRANA,others,462
SP,1,16,Meerapur,Muzaffarnagar,MOH. MOOSA,Independent,451
SP,1,16,Meerapur,Muzaffarnagar,NABAB ALI,Independent,305
SP,1,16,Meerapur,Muzaffarnagar,MOH. JISHAN,others,292
SP,1,16,Meerapur,Muzaffarnagar,ADESH KUMAR,Independent,238
SP,1,16,Meerapur,Muzaffarnagar,MANOJ SAINI,others,237
SP,1,16,Meerapur,Muzaffarnagar,MOTIRAM,others,200
SP,1,16,Meerapur,Muzaffarnagar,DHARAMVEER SINGH SAINI,others,174
SP,1,16,Meerapur,Muzaffarnagar,ANJUM KAMAL,Independent,165
SP,2,17,Najibabad,Bijnor,TASLEEM AHMAD,SP,81082
SP,2,17,Najibabad,Bijnor,RAJIV KUMAR AGARWAL,BJP+,79080
SP,2,17,Najibabad,Bijnor,JAMEEL AHMAD,BSP,45070
SP,2,17,Najibabad,Bijnor,LEENA SINGHAL,RLD,3587
SP,2,17,Najibabad,Bijnor,TAZEEM SIDDIQUI,others,2094
SP,2,17,Najibabad,Bijnor,None of the Above,None of the Above,1516
SP,2,17,Najibabad,Bijnor,UMESH KUSHWAHA DANI,Independent,848
SP,2,17,Najibabad,Bijnor,DHARA SINGH,Independent,784
SP,2,17,Najibabad,Bijnor,SAMPURNANAND PANDEY,others,447
SP,2,17,Najibabad,Bijnor,ASARPAT SINGH,Independent,439
SP,2,17,Najibabad,Bijnor,ASHFAK MAHIGEER,others,393
SP,2,17,Najibabad,Bijnor,HEMENDRA,others,237
SP,2,17,Najibabad,Bijnor,KULDEEP,others,184
SP,2,17,Najibabad,Bijnor,MOHD UMAR,others,175
SP,2,18,Nagina (SC),Bijnor,MANOJ KUMAR PARAS,SP,77145
SP,2,18,Nagina (SC),Bijnor,OMWATI DEVI,BJP+,69178
SP,2,18,Nagina (SC),Bijnor,VIRENDRA PAL,BSP,49693
SP,2,18,Nagina (SC),Bijnor,NEELAM,others,4385
SP,2,18,Nagina (SC),Bijnor,DR.PHOOL SINGH CHAUDHARY,others,2541
SP,2,18,Nagina (SC),Bijnor,YADRAM SINGH CHANDEL,RLD,2113
SP,2,18,Nagina (SC),Bijnor,None of the Above,None of the Above,1431
SP,2,18,Nagina (SC),Bijnor,CHANDRVIR SINGH,Independent,685
SP,2,18,Nagina (SC),Bijnor,VIJAY,Independent,636
SP,2,18,Nagina (SC),Bijnor,MANOHAR,Independent,555
SP,2,18,Nagina (SC),Bijnor,CHIRANJEE LAL,others,493
SP,2,18,Nagina (SC),Bijnor,JAGDISH SINGH,Independent,449
SP,2,18,Nagina (SC),Bijnor,SARVESH ALIAS SHABNAM,others,287
SP,2,18,Nagina (SC),Bijnor,SAPNA,others,171
SP,2,18,Nagina (SC),Bijnor,SATENDRA KUMAR,others,141
INC,2,19,Barhapur,Bijnor,SUSHANT KUMAR,BJP+,78744
INC,2,19,Barhapur,Bijnor,HUSAIN AHMAD,INC,68920
INC,2,19,Barhapur,Bijnor,FAHAD YAZDANI,BSP,50684
INC,2,19,Barhapur,Bijnor,DR INDRA DEV SINGH,Independent,6190
INC,2,19,Barhapur,Bijnor,RADHA,RLD,3449
INC,2,19,Barhapur,Bijnor,KULVEER SINGH,Independent,3164
INC,2,19,Barhapur,Bijnor,NIHAL SINGH,others,1586
INC,2,19,Barhapur,Bijnor,ABID ANSARI,Independent,1468
INC,2,19,Barhapur,Bijnor,TAHIR HUSAIN,Independent,1110
INC,2,19,Barhapur,Bijnor,NIRMAL MISHRA,Independent,963
INC,2,19,Barhapur,Bijnor,AJAY KUMAR,others,845
INC,2,19,Barhapur,Bijnor,MONIKA AHLAWAT,Independent,748
INC,2,19,Barhapur,Bijnor,ROHITASH,Independent,596
INC,2,19,Barhapur,Bijnor,BIRJESH,others,562
INC,2,19,Barhapur,Bijnor,None of the Above,None of the Above,556
INC,2,19,Barhapur,Bijnor,CHANDRA SHEKHAR,Independent,524
INC,2,19,Barhapur,Bijnor,GAJALA TAUSIF,Independent,409
INC,2,19,Barhapur,Bijnor,JAYPAL SINGH,Independent,358
INC,2,19,Barhapur,Bijnor,TODA SINGH,others,345
INC,2,19,Barhapur,Bijnor,SAMLESH SAINI,others,277
INC,2,19,Barhapur,Bijnor,SHAILENDRA PRATAP,Independent,253
INC,2,19,Barhapur,Bijnor,MUKUL,Independent,206
INC,2,19,Barhapur,Bijnor,SADHANA SINGH,Independent,192
SP,2,20,Dhampur,Bijnor,ASHOK KUMAR RANA,BJP+,82169
SP,2,20,Dhampur,Bijnor,THA. MOOL CHAND CHAUHAN,SP,64305
SP,2,20,Dhampur,Bijnor,MUHAMMAD GHAZI,BSP,42836
SP,2,20,Dhampur,Bijnor,None of the Above,None of the Above,1020
SP,2,20,Dhampur,Bijnor,NAIMUDDIN,RLD,659
SP,2,20,Dhampur,Bijnor,FIRASAT,others,519
SP,2,20,Dhampur,Bijnor,KAMPI,others,467
SP,2,20,Dhampur,Bijnor,LAXMAN,Independent,349
SP,2,20,Dhampur,Bijnor,MOHD. DANISH,Independent,342
SP,2,20,Dhampur,Bijnor,BHOOPENDRA KUMAR,others,295
INC,2,21,Nehtaur (SC),Bijnor,OMKUMAR,BJP+,76644
INC,2,21,Nehtaur (SC),Bijnor,MUNNALAL PREMI,INC,53493
INC,2,21,Nehtaur (SC),Bijnor,VIVEK SINGH,BSP,47059
INC,2,21,Nehtaur (SC),Bijnor,CHANDRAPAL SINGH,RLD,6486
INC,2,21,Nehtaur (SC),Bijnor,None of the Above,None of the Above,1273
INC,2,21,Nehtaur (SC),Bijnor,NIRMALA DEVI,Independent,935
INC,2,21,Nehtaur (SC),Bijnor,NAIPAL,others,561
INC,2,21,Nehtaur (SC),Bijnor,JITENDRA SINGH,Independent,479
INC,2,21,Nehtaur (SC),Bijnor,PREM SINGH,Independent,430
INC,2,21,Nehtaur (SC),Bijnor,GAJRAJ SINGH,Independent,302
INC,2,21,Nehtaur (SC),Bijnor,RANJEET SINGH,others,294
INC,2,21,Nehtaur (SC),Bijnor,SUNITA SINGH,others,251
SP,2,22,Bijnor,Bijnor,SUCHI,BJP+,105548
SP,2,22,Bijnor,Bijnor,RUCHI VIRA,SP,78267
SP,2,22,Bijnor,Bijnor,RASHID AHMAD,BSP,49788
SP,2,22,Bijnor,Bijnor,RAHUL SINGH,RLD,7799
SP,2,22,Bijnor,Bijnor,None of the Above,None of the Above,1241
SP,2,22,Bijnor,Bijnor,GAURAV KUMAR DHIMAN,others,830
SP,2,22,Bijnor,Bijnor,RAFEEQ AHMAD,Independent,774
SP,2,22,Bijnor,Bijnor,BHUPENDRA SINGH,others,466
SP,2,22,Bijnor,Bijnor,RAHUL KUMAR,Independent,448
SP,2,22,Bijnor,Bijnor,PARVEZ AQIL,others,375
SP,2,22,Bijnor,Bijnor,BEGRAJ,others,235
FF,2,23,Chandpur,Bijnor,KAMLESH SAINI,BJP+,92345
FF,2,23,Chandpur,Bijnor,MOHAMMAD IQBAL,BSP,56696
FF,2,23,Chandpur,Bijnor,MO. ARSHAD,SP,36531
FF,2,23,Chandpur,Bijnor,SHER BAAZ KHAN,INC,15826
FF,2,23,Chandpur,Bijnor,SURENDRA KUMAR VERMA,RLD,11880
FF,2,23,Chandpur,Bijnor,FARMAN,others,1457
FF,2,23,Chandpur,Bijnor,None of the Above,None of the Above,932
FF,2,23,Chandpur,Bijnor,AMAR SINGH,others,799
FF,2,23,Chandpur,Bijnor,BHUPENDRA,Independent,600
FF,2,23,Chandpur,Bijnor,RAMCHARAN,Independent,584
FF,2,23,Chandpur,Bijnor,JAGAT SINGH,Independent,450
FF,2,23,Chandpur,Bijnor,ILYAS,Independent,384
SP,2,24,Noorpur,Bijnor,LOKENDRA SINGH,BJP+,79172
SP,2,24,Noorpur,Bijnor,NAIM UL HASAN,SP,66436
SP,2,24,Noorpur,Bijnor,GOHAR IQBAL,BSP,45902
SP,2,24,Noorpur,Bijnor,VIJAYPAL SINGH,others,5338
SP,2,24,Noorpur,Bijnor,YOGESH URF TILLU TYAGI,RLD,2172
SP,2,24,Noorpur,Bijnor,None of the Above,None of the Above,1115
SP,2,24,Noorpur,Bijnor,MAHBOOB,others,811
SP,2,24,Noorpur,Bijnor,AMIT KUMAR SINGH,Independent,753
SP,2,24,Noorpur,Bijnor,HARSWAROOP,Independent,482
SP,2,24,Noorpur,Bijnor,DINESH KUMAR,Independent,376
SP,2,24,Noorpur,Bijnor,RAJPAL,others,308
SP,2,24,Noorpur,Bijnor,RAVENDAR KUMAR,Independent,243
SP,2,25,Kanth,Moradabad,RAJESH KUMAR SINGH (CHUNNU),BJP+,76307
SP,2,25,Kanth,Moradabad,ANEESURREHMAN,SP,73959
SP,2,25,Kanth,Moradabad,MOHD. NASIR,BSP,43820
SP,2,25,Kanth,Moradabad,FIZAULLAH CHAUDHRY,others,22908
SP,2,25,Kanth,Moradabad,MUHAMMED USMAN ALI,others,13931
SP,2,25,Kanth,Moradabad,DINESH KUMAR SAINI,Independent,10924
SP,2,25,Kanth,Moradabad,AFAK ALI KHAN,RLD,3458
SP,2,25,Kanth,Moradabad,KASHIF,Independent,1744
SP,2,25,Kanth,Moradabad,None of the Above,None of the Above,1199
SP,2,25,Kanth,Moradabad,RAMRAKSHPAL,others,1086
SP,2,25,Kanth,Moradabad,MOHAMMAD AMIL,others,950
SP,2,25,Kanth,Moradabad,RAFIULLAH KHAN,Independent,866
SP,2,25,Kanth,Moradabad,MADAN LAL SINGH,others,861
SP,2,25,Kanth,Moradabad,MOHD ISRAR,Independent,744
SP,2,25,Kanth,Moradabad,SATISH KUMAR,others,351
SP,2,26,Thkurdwara,Moradabad,NAVAB JAN,SP,107865
SP,2,26,Thkurdwara,Moradabad,RAJPAL SINGH CHAUHAN,BJP+,94456
SP,2,26,Thkurdwara,Moradabad,VIJAY YADAV,BSP,39821
SP,2,26,Thkurdwara,Moradabad,EJAJ AHMAD,others,9444
SP,2,26,Thkurdwara,Moradabad,ATEEQ AHMAD,others,1096
SP,2,26,Thkurdwara,Moradabad,None of the Above,None of the Above,1040
SP,2,26,Thkurdwara,Moradabad,ABID,Independent,771
SP,2,26,Thkurdwara,Moradabad,HARPAL SINGH,RLD,598
SP,2,26,Thkurdwara,Moradabad,JITENDRA KUMAR SHARMA,others,505
SP,2,26,Thkurdwara,Moradabad,SHAMSHAD HUSSAIN,Independent,504
SP,2,26,Thkurdwara,Moradabad,ATUL KUMAR,Independent,320
SP,2,27,Moradabad Rural,Moradabad,HAJI IKRAM QURESHI,SP,97916
SP,2,27,Moradabad Rural,Moradabad,HARIOM SHARMA,BJP+,69135
SP,2,27,Moradabad Rural,Moradabad,MOHD KAMRANUL HAQ,RLD,23404
SP,2,27,Moradabad Rural,Moradabad,PANNALAL URF BABLU SAINI,BSP,20054
SP,2,27,Moradabad Rural,Moradabad,MOHD ASLAM,others,3503
SP,2,27,Moradabad Rural,Moradabad,FAHEEM,Independent,2038
SP,2,27,Moradabad Rural,Moradabad,PRANSHU JOSHI,Independent,1565
SP,2,27,Moradabad Rural,Moradabad,BRAHMSWAROOP,others,771
SP,2,27,Moradabad Rural,Moradabad,None of the Above,None of the Above,639
SP,2,27,Moradabad Rural,Moradabad,PARUL SHARMA,Independent,363
SP,2,27,Moradabad Rural,Moradabad,NASERUDDIN,Independent,361
SP,2,27,Moradabad Rural,Moradabad,KUSUM,Independent,347
SP,2,27,Moradabad Rural,Moradabad,MOHD NASIR,Independent,287
SP,2,27,Moradabad Rural,Moradabad,RAMPRASAD,others,257
SP,2,27,Moradabad Rural,Moradabad,VIVEK GUPTA,others,234
SP,2,27,Moradabad Rural,Moradabad,MOHD ASLAM URF PASA,others,185
SP,2,27,Moradabad Rural,Moradabad,DINESH KUMAR,others,165
SP,2,27,Moradabad Rural,Moradabad,DINESH KUMAR YADAV,others,143
SP,2,28,Moradabad Nagar,Moradabad,RITESH KUMAR GUPTA,BJP+,123467
SP,2,28,Moradabad Nagar,Moradabad,MOHAMMAD YUSUF ANSARI,SP,120274
SP,2,28,Moradabad Nagar,Moradabad,ATEEQ AHMED SAIFI,BSP,24650
SP,2,28,Moradabad Nagar,Moradabad,B.K SAINI,others,2022
SP,2,28,Moradabad Nagar,Moradabad,RAUF,RLD,1035
SP,2,28,Moradabad Nagar,Moradabad,GYANENDRA KUMAR,Independent,966
SP,2,28,Moradabad Nagar,Moradabad,SHAHBUDDIN,others,947
SP,2,28,Moradabad Nagar,Moradabad,None of the Above,None of the Above,855
